Key,Source,Context,Changes,English,schinese
modAECMutatorBlockDamage34,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.034[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级034[-]
modAECMutatorBlockDamage34Desc,,,,Block Damage +68%\nCan be inserted on: melee weapons / tools,方块伤害+68%。可安装于：近战武器和工具。
modAECMutatorBlockDamage35,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.035[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级035[-]
modAECMutatorBlockDamage35Desc,,,,Block Damage +70%\nCan be inserted on: melee weapons / tools,方块伤害+70%。可安装于：近战武器和工具。
modAECMutatorBlockDamage36,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.036[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级036[-]
modAECMutatorBlockDamage36Desc,,,,Block Damage +72%\nCan be inserted on: melee weapons / tools,方块伤害+72%。可安装于：近战武器和工具。
modAECMutatorBlockDamage37,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.037[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级037[-]
modAECMutatorBlockDamage37Desc,,,,Block Damage +74%\nCan be inserted on: melee weapons / tools,方块伤害+74%。可安装于：近战武器和工具。
modAECMutatorBlockDamage38,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.038[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级038[-]
modAECMutatorBlockDamage38Desc,,,,Block Damage +76%\nCan be inserted on: melee weapons / tools,方块伤害+76%。可安装于：近战武器和工具。
modAECMutatorBlockDamage39,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.039[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级039[-]
modAECMutatorBlockDamage39Desc,,,,Block Damage +78%\nCan be inserted on: melee weapons / tools,方块伤害+78%。可安装于：近战武器和工具。
modAECMutatorBlockDamage40,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.040[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级040[-]
modAECMutatorBlockDamage40Desc,,,,Block Damage +80%\nCan be inserted on: melee weapons / tools,方块伤害+80%。可安装于：近战武器和工具。
modAECMutatorBlockDamage41,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.041[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级041[-]
modAECMutatorBlockDamage41Desc,,,,Block Damage +82%\nCan be inserted on: melee weapons / tools,方块伤害+82%。可安装于：近战武器和工具。
modAECMutatorBlockDamage42,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.042[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级042[-]
modAECMutatorBlockDamage42Desc,,,,Block Damage +84%\nCan be inserted on: melee weapons / tools,方块伤害+84%。可安装于：近战武器和工具。
modAECMutatorBlockDamage43,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.043[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级043[-]
modAECMutatorBlockDamage43Desc,,,,Block Damage +86%\nCan be inserted on: melee weapons / tools,方块伤害+86%。可安装于：近战武器和工具。
modAECMutatorBlockDamage44,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.044[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级044[-]
modAECMutatorBlockDamage44Desc,,,,Block Damage +88%\nCan be inserted on: melee weapons / tools,方块伤害+88%。可安装于：近战武器和工具。
modAECMutatorBlockDamage45,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.045[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级045[-]
modAECMutatorBlockDamage45Desc,,,,Block Damage +90%\nCan be inserted on: melee weapons / tools,方块伤害+90%。可安装于：近战武器和工具。
modAECMutatorBlockDamage46,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.046[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级046[-]
modAECMutatorBlockDamage46Desc,,,,Block Damage +92%\nCan be inserted on: melee weapons / tools,方块伤害+92%。可安装于：近战武器和工具。
modAECMutatorBlockDamage47,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.047[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级047[-]
modAECMutatorBlockDamage47Desc,,,,Block Damage +94%\nCan be inserted on: melee weapons / tools,方块伤害+94%。可安装于：近战武器和工具。
modAECMutatorBlockDamage48,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.048[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级048[-]
modAECMutatorBlockDamage48Desc,,,,Block Damage +96%\nCan be inserted on: melee weapons / tools,方块伤害+96%。可安装于：近战武器和工具。
modAECMutatorBlockDamage49,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.049[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级049[-]
modAECMutatorBlockDamage49Desc,,,,Block Damage +98%\nCan be inserted on: melee weapons / tools,方块伤害+98%。可安装于：近战武器和工具。
modAECMutatorBlockDamage50,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.050[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级050[-]
modAECMutatorBlockDamage50Desc,,,,Block Damage +100%\nCan be inserted on: melee weapons / tools,方块伤害+100%。可安装于：近战武器和工具。
modAECMutatorBlockDamage51,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.051[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级051[-]
modAECMutatorBlockDamage51Desc,,,,Block Damage +102%\nCan be inserted on: melee weapons / tools,方块伤害+102%。可安装于：近战武器和工具。
modAECMutatorBlockDamage52,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.052[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级052[-]
modAECMutatorBlockDamage52Desc,,,,Block Damage +104%\nCan be inserted on: melee weapons / tools,方块伤害+104%。可安装于：近战武器和工具。
modAECMutatorBlockDamage53,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.053[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级053[-]
modAECMutatorBlockDamage53Desc,,,,Block Damage +106%\nCan be inserted on: melee weapons / tools,方块伤害+106%。可安装于：近战武器和工具。
modAECMutatorBlockDamage54,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.054[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级054[-]
modAECMutatorBlockDamage54Desc,,,,Block Damage +108%\nCan be inserted on: melee weapons / tools,方块伤害+108%。可安装于：近战武器和工具。
modAECMutatorBlockDamage55,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.055[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级055[-]
modAECMutatorBlockDamage55Desc,,,,Block Damage +110%\nCan be inserted on: melee weapons / tools,方块伤害+110%。可安装于：近战武器和工具。
modAECMutatorBlockDamage56,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.056[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级056[-]
modAECMutatorBlockDamage56Desc,,,,Block Damage +112%\nCan be inserted on: melee weapons / tools,方块伤害+112%。可安装于：近战武器和工具。
modAECMutatorBlockDamage57,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.057[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级057[-]
modAECMutatorBlockDamage57Desc,,,,Block Damage +114%\nCan be inserted on: melee weapons / tools,方块伤害+114%。可安装于：近战武器和工具。
modAECMutatorBlockDamage58,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.058[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级058[-]
modAECMutatorBlockDamage58Desc,,,,Block Damage +116%\nCan be inserted on: melee weapons / tools,方块伤害+116%。可安装于：近战武器和工具。
modAECMutatorBlockDamage59,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.059[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级059[-]
modAECMutatorBlockDamage59Desc,,,,Block Damage +118%\nCan be inserted on: melee weapons / tools,方块伤害+118%。可安装于：近战武器和工具。
modAECMutatorBlockDamage60,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.060[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级060[-]
modAECMutatorBlockDamage60Desc,,,,Block Damage +120%\nCan be inserted on: melee weapons / tools,方块伤害+120%。可安装于：近战武器和工具。
modAECMutatorBlockDamage61,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.061[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级061[-]
modAECMutatorBlockDamage61Desc,,,,Block Damage +122%\nCan be inserted on: melee weapons / tools,方块伤害+122%。可安装于：近战武器和工具。
modAECMutatorBlockDamage62,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.062[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级062[-]
modAECMutatorBlockDamage62Desc,,,,Block Damage +124%\nCan be inserted on: melee weapons / tools,方块伤害+124%。可安装于：近战武器和工具。
modAECMutatorBlockDamage63,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.063[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级063[-]
modAECMutatorBlockDamage63Desc,,,,Block Damage +126%\nCan be inserted on: melee weapons / tools,方块伤害+126%。可安装于：近战武器和工具。
modAECMutatorBlockDamage64,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.064[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级064[-]
modAECMutatorBlockDamage64Desc,,,,Block Damage +128%\nCan be inserted on: melee weapons / tools,方块伤害+128%。可安装于：近战武器和工具。
modAECMutatorBlockDamage65,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.065[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级065[-]
modAECMutatorBlockDamage65Desc,,,,Block Damage +130%\nCan be inserted on: melee weapons / tools,方块伤害+130%。可安装于：近战武器和工具。
modAECMutatorBlockDamage66,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.066[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级066[-]
modAECMutatorBlockDamage66Desc,,,,Block Damage +132%\nCan be inserted on: melee weapons / tools,方块伤害+132%。可安装于：近战武器和工具。
modAECMutatorBlockDamage67,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.067[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级067[-]
modAECMutatorBlockDamage67Desc,,,,Block Damage +134%\nCan be inserted on: melee weapons / tools,方块伤害+134%。可安装于：近战武器和工具。
modAECMutatorBlockDamage68,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.068[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级068[-]
modAECMutatorBlockDamage68Desc,,,,Block Damage +136%\nCan be inserted on: melee weapons / tools,方块伤害+136%。可安装于：近战武器和工具。
modAECMutatorBlockDamage69,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.069[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级069[-]
modAECMutatorBlockDamage69Desc,,,,Block Damage +138%\nCan be inserted on: melee weapons / tools,方块伤害+138%。可安装于：近战武器和工具。
modAECMutatorBlockDamage70,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.070[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级070[-]
modAECMutatorBlockDamage70Desc,,,,Block Damage +140%\nCan be inserted on: melee weapons / tools,方块伤害+140%。可安装于：近战武器和工具。
modAECMutatorBlockDamage71,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.071[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级071[-]
modAECMutatorBlockDamage71Desc,,,,Block Damage +142%\nCan be inserted on: melee weapons / tools,方块伤害+142%。可安装于：近战武器和工具。
modAECMutatorBlockDamage72,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.072[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级072[-]
modAECMutatorBlockDamage72Desc,,,,Block Damage +144%\nCan be inserted on: melee weapons / tools,方块伤害+144%。可安装于：近战武器和工具。
modAECMutatorBlockDamage73,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.073[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级073[-]
modAECMutatorBlockDamage73Desc,,,,Block Damage +146%\nCan be inserted on: melee weapons / tools,方块伤害+146%。可安装于：近战武器和工具。
modAECMutatorBlockDamage74,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.074[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级074[-]
modAECMutatorBlockDamage74Desc,,,,Block Damage +148%\nCan be inserted on: melee weapons / tools,方块伤害+148%。可安装于：近战武器和工具。
modAECMutatorBlockDamage75,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.075[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级075[-]
modAECMutatorBlockDamage75Desc,,,,Block Damage +150%\nCan be inserted on: melee weapons / tools,方块伤害+150%。可安装于：近战武器和工具。
modAECMutatorBlockDamage76,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.076[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级076[-]
modAECMutatorBlockDamage76Desc,,,,Block Damage +152%\nCan be inserted on: melee weapons / tools,方块伤害+152%。可安装于：近战武器和工具。
modAECMutatorBlockDamage77,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.077[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级077[-]
modAECMutatorBlockDamage77Desc,,,,Block Damage +154%\nCan be inserted on: melee weapons / tools,方块伤害+154%。可安装于：近战武器和工具。
modAECMutatorBlockDamage78,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.078[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级078[-]
modAECMutatorBlockDamage78Desc,,,,Block Damage +156%\nCan be inserted on: melee weapons / tools,方块伤害+156%。可安装于：近战武器和工具。
modAECMutatorBlockDamage79,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.079[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级079[-]
modAECMutatorBlockDamage79Desc,,,,Block Damage +158%\nCan be inserted on: melee weapons / tools,方块伤害+158%。可安装于：近战武器和工具。
modAECMutatorBlockDamage80,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.080[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级080[-]
modAECMutatorBlockDamage80Desc,,,,Block Damage +160%\nCan be inserted on: melee weapons / tools,方块伤害+160%。可安装于：近战武器和工具。
modAECMutatorBlockDamage81,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.081[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级081[-]
modAECMutatorBlockDamage81Desc,,,,Block Damage +162%\nCan be inserted on: melee weapons / tools,方块伤害+162%。可安装于：近战武器和工具。
modAECMutatorBlockDamage82,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.082[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级082[-]
modAECMutatorBlockDamage82Desc,,,,Block Damage +164%\nCan be inserted on: melee weapons / tools,方块伤害+164%。可安装于：近战武器和工具。
modAECMutatorBlockDamage83,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.083[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级083[-]
modAECMutatorBlockDamage83Desc,,,,Block Damage +166%\nCan be inserted on: melee weapons / tools,方块伤害+166%。可安装于：近战武器和工具。
modAECMutatorBlockDamage84,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.084[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级084[-]
modAECMutatorBlockDamage84Desc,,,,Block Damage +168%\nCan be inserted on: melee weapons / tools,方块伤害+168%。可安装于：近战武器和工具。
modAECMutatorBlockDamage85,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.085[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级085[-]
modAECMutatorBlockDamage85Desc,,,,Block Damage +170%\nCan be inserted on: melee weapons / tools,方块伤害+170%。可安装于：近战武器和工具。
modAECMutatorBlockDamage86,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.086[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级086[-]
modAECMutatorBlockDamage86Desc,,,,Block Damage +172%\nCan be inserted on: melee weapons / tools,方块伤害+172%。可安装于：近战武器和工具。
modAECMutatorBlockDamage87,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.087[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级087[-]
modAECMutatorBlockDamage87Desc,,,,Block Damage +174%\nCan be inserted on: melee weapons / tools,方块伤害+174%。可安装于：近战武器和工具。
modAECMutatorBlockDamage88,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.088[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级088[-]
modAECMutatorBlockDamage88Desc,,,,Block Damage +176%\nCan be inserted on: melee weapons / tools,方块伤害+176%。可安装于：近战武器和工具。
modAECMutatorBlockDamage89,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.089[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级089[-]
modAECMutatorBlockDamage89Desc,,,,Block Damage +178%\nCan be inserted on: melee weapons / tools,方块伤害+178%。可安装于：近战武器和工具。
modAECMutatorBlockDamage90,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.090[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级090[-]
modAECMutatorBlockDamage90Desc,,,,Block Damage +180%\nCan be inserted on: melee weapons / tools,方块伤害+180%。可安装于：近战武器和工具。
modAECMutatorBlockDamage91,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.091[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级091[-]
modAECMutatorBlockDamage91Desc,,,,Block Damage +182%\nCan be inserted on: melee weapons / tools,方块伤害+182%。可安装于：近战武器和工具。
modAECMutatorBlockDamage92,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.092[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级092[-]
modAECMutatorBlockDamage92Desc,,,,Block Damage +184%\nCan be inserted on: melee weapons / tools,方块伤害+184%。可安装于：近战武器和工具。
modAECMutatorBlockDamage93,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.093[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级093[-]
modAECMutatorBlockDamage93Desc,,,,Block Damage +186%\nCan be inserted on: melee weapons / tools,方块伤害+186%。可安装于：近战武器和工具。
modAECMutatorBlockDamage94,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.094[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级094[-]
modAECMutatorBlockDamage94Desc,,,,Block Damage +188%\nCan be inserted on: melee weapons / tools,方块伤害+188%。可安装于：近战武器和工具。
modAECMutatorBlockDamage95,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.095[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级095[-]
modAECMutatorBlockDamage95Desc,,,,Block Damage +190%\nCan be inserted on: melee weapons / tools,方块伤害+190%。可安装于：近战武器和工具。
modAECMutatorBlockDamage96,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.096[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级096[-]
modAECMutatorBlockDamage96Desc,,,,Block Damage +192%\nCan be inserted on: melee weapons / tools,方块伤害+192%。可安装于：近战武器和工具。
modAECMutatorBlockDamage97,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.097[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级097[-]
modAECMutatorBlockDamage97Desc,,,,Block Damage +194%\nCan be inserted on: melee weapons / tools,方块伤害+194%。可安装于：近战武器和工具。
modAECMutatorBlockDamage98,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.098[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级098[-]
modAECMutatorBlockDamage98Desc,,,,Block Damage +196%\nCan be inserted on: melee weapons / tools,方块伤害+196%。可安装于：近战武器和工具。
modAECMutatorBlockDamage99,,,,[FFD700]AEC[-] [FFFFFF]BLOCK DAMAGE[-] [FFD700]LVL.099[-],[FFD700]AEC[-] [FFFFFF]方块伤害[-] [FFD700]等级099[-]
modAECMutatorBlockDamage99Desc,,,,Block Damage +198%\nCan be inserted on: melee weapons / tools,方块伤害+198%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest01,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.001[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级001[-]
modAECMutatorBlockHarvest01Desc,,,,Harvest Yield +2%\nCan be inserted on: melee weapons / tools,采集产量+2%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest02,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.002[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级002[-]
modAECMutatorBlockHarvest02Desc,,,,Harvest Yield +4%\nCan be inserted on: melee weapons / tools,采集产量+4%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest03,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.003[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级003[-]
modAECMutatorBlockHarvest03Desc,,,,Harvest Yield +6%\nCan be inserted on: melee weapons / tools,采集产量+6%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest04,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.004[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级004[-]
modAECMutatorBlockHarvest04Desc,,,,Harvest Yield +8%\nCan be inserted on: melee weapons / tools,采集产量+8%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest05,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.005[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级005[-]
modAECMutatorBlockHarvest05Desc,,,,Harvest Yield +10%\nCan be inserted on: melee weapons / tools,采集产量+10%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest06,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.006[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级006[-]
modAECMutatorBlockHarvest06Desc,,,,Harvest Yield +12%\nCan be inserted on: melee weapons / tools,采集产量+12%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest07,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.007[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级007[-]
modAECMutatorBlockHarvest07Desc,,,,Harvest Yield +14%\nCan be inserted on: melee weapons / tools,采集产量+14%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest08,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.008[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级008[-]
modAECMutatorBlockHarvest08Desc,,,,Harvest Yield +16%\nCan be inserted on: melee weapons / tools,采集产量+16%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest09,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.009[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级009[-]
modAECMutatorBlockHarvest09Desc,,,,Harvest Yield +18%\nCan be inserted on: melee weapons / tools,采集产量+18%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest10,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.010[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级010[-]
modAECMutatorBlockHarvest10Desc,,,,Harvest Yield +20%\nCan be inserted on: melee weapons / tools,采集产量+20%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest100,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.100[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级100[-]
modAECMutatorBlockHarvest100Desc,,,,Harvest Yield +200%\nCan be inserted on: melee weapons / tools,采集产量+200%。可安装于：近战武器和工具。
modAECMutatorBlockHarvest11,,,,[FFD700]AEC[-] [FFFFFF]BLOCK HARVEST[-] [FFD700]LVL.011[-],[FFD700]AEC[-] [FFFFFF]方块采集量[-] [FFD700]等级011[-]
modAECMutatorBlockHarvest11Desc,,,,Harvest Yield +22%\nCan be inserted on: melee weapons / tools,采集产量+22%。可安装于：近战武器和工具。
